data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
2015-01-01,6412,M,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,62,26.93150684931507,2.0,154006.23
2015-01-01,4090,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,60,39.824657534246576,2.0,7656.3
2015-01-01,13094,F,True,True,1,Servidor público,Outros,União/Casado,Casa,37,9.26027397260274,3.0,2987.95
2015-01-01,4978,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,65,,2.0,2588.39
2015-01-01,11659,F,False,False,0,Empresário,Outros,União/Casado,Casa,43,3.8301369863013695,2.0,8963.05
2015-01-01,15160,M,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,44,2.5342465753424657,3.0,3933.87
2015-01-01,7011,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Separado,Casa,57,,1.0,4432.97
2015-01-01,14948,F,False,False,0,Empresário,Outros,União/Casado,Casa,25,3.687671232876713,2.0,2977.43
2015-01-01,6221,M,True,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Governamental,49,3.328767123287671,2.0,1928.09
2015-01-01,9100,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,45,18.295890410958904,2.0,3666.67
2015-01-01,5133,F,False,True,1,Empresário,Outros,União/Casado,Casa,42,6.216438356164384,3.0,2252.06
2015-01-01,6648,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,59,,2.0,4232.92
2015-01-01,14854,F,False,False,1,Servidor público,Superior completo,União/Casado,Casa,25,2.8,3.0,1439.72
2015-01-01,4740,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Viúvo,Casa,57,,1.0,2146.92
2015-01-01,2124,F,False,True,1,Bolsista/Pensionista/Assalariado,Superior completo,Separado,Casa,41,4.3424657534246585,2.0,2653.77
2015-01-01,8146,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,46,8.06027397260274,2.0,11591.74
2015-01-01,15644,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,43,5.715068493150685,2.0,3130.42
2015-01-01,831,M,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,46,0.6657534246575343,3.0,4654.36
2015-01-01,6215,F,False,True,0,Servidor público,Outros,União/Casado,Casa,51,17.41917808219178,2.0,4005.36
2015-01-01,8255,F,False,True,0,Empresário,Outros,União/Casado,Casa,43,7.556164383561644,2.0,4204.59
2015-01-01,1018,M,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,32,8.936986301369863,2.0,10461.91
2015-01-01,3621,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,34,4.441095890410959,2.0,2077.02
2015-01-01,5655,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,Solteiro,Com os pais,24,2.5397260273972604,1.0,2931.29
2015-01-01,7400,F,False,True,0,Servidor público,Outros,Solteiro,Casa,48,1.2986301369863014,1.0,3149.45
2015-01-01,11347,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,43,10.26849315068493,2.0,5254.1
2015-01-01,14521,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,Separado,Casa,37,4.7972602739726025,1.0,6546.03
2015-01-01,11572,M,False,False,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,39,4.717808219178083,3.0,5517.08
2015-01-01,15508,F,False,False,2+,Empresário,Outros,União/Casado,Casa,37,3.624657534246576,4+,2154.36
2015-01-01,2017,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,34,7.178082191780822,2.0,28299.6
2015-01-01,3474,M,True,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,49,18.531506849315072,2.0,16356.15
2015-01-01,4367,M,True,True,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,38,2.2575342465753425,4+,1800.49
2015-01-01,6230,M,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,31,5.83013698630137,3.0,7176.89
2015-01-01,4256,F,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Com os pais,41,17.68767123287671,2.0,2774.86
2015-01-01,7083,F,False,True,0,Empresário,Outros,União/Casado,Casa,56,15.635616438356164,2.0,1790.79
2015-01-01,5570,M,False,False,2+,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,45,8.46027397260274,4+,1335.19
2015-01-01,9771,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,40,4.854794520547945,1.0,18868.26
2015-01-01,251,F,True,False,0,Empresário,Outros,União/Casado,Casa,37,2.6904109589041094,2.0,3844.54
2015-01-01,12467,M,True,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,32,2.4465753424657533,2.0,471.67
2015-01-01,276,F,False,False,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,35,10.191780821917806,3.0,1787.48
2015-01-01,234,M,True,False,0,Empresário,Outros,União/Casado,Casa,44,17.035616438356165,2.0,50008.77
2015-01-01,11225,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,27,4.767123287671233,2.0,3756.94
2015-01-01,8915,F,False,True,0,Servidor público,Outros,União/Casado,Casa,56,25.81369863013699,2.0,7073.3
2015-01-01,6045,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,56,8.139726027397263,2.0,6275.36
2015-01-01,8280,F,False,True,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,33,8.89315068493151,4+,5538.24
2015-01-01,2392,M,True,True,1,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,28,7.03013698630137,3.0,7931.62
2015-01-01,2107,F,True,True,0,Empresário,Superior completo,União/Casado,Casa,27,4.676712328767123,2.0,1480.05
2015-01-01,239,M,True,False,0,Empresário,Outros,União/Casado,Casa,32,3.1890410958904107,2.0,4685.65
2015-01-01,9042,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,49,8.367123287671232,1.0,2467.62
2015-01-01,8576,F,False,True,0,Empresário,Outros,União/Casado,Casa,44,5.972602739726027,2.0,2228.23
2015-01-01,14426,M,True,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,62,10.53972602739726,2.0,3872.76
2015-01-01,11724,F,False,True,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,34,4.158904109589041,4+,1156.9
2015-01-01,3066,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,43,2.632876712328767,2.0,3203.4
2015-01-01,6041,F,True,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,50,0.3013698630136986,2.0,2415.28
2015-01-01,14880,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,Separado,Casa,47,8.219178082191782,1.0,2878.01
2015-01-01,15262,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,27,9.45753424657534,2.0,1881.7
2015-01-01,2826,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,61,,2.0,1611.72
2015-01-01,10627,F,True,True,0,Empresário,Outros,União/Casado,Casa,28,2.010958904109589,2.0,5410.15
2015-01-01,2778,M,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,37,8.479452054794521,3.0,9160.54
2015-01-01,13285,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,37,0.2602739726027397,1.0,1264.53
2015-01-01,5482,F,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,32,12.271232876712329,3.0,2026.13
2015-01-01,10738,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,62,,2.0,1770.57
2015-01-01,3453,F,False,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,56,,3.0,5429.06
2015-01-01,12383,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Governamental,65,,2.0,3519.21
2015-01-01,9669,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,65,,2.0,3113.26
2015-01-01,8533,M,False,True,0,Empresário,Outros,União/Casado,Casa,45,1.8027397260273967,2.0,6605.81
2015-01-01,820,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Governamental,55,,2.0,2079.61
2015-01-01,3542,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,55,7.687671232876712,2.0,3393.67
2015-01-01,9668,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,65,,2.0,935.06
2015-01-01,10157,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,66,,2.0,1227.6
2015-01-01,4625,F,True,False,1,Empresário,Superior completo,Solteiro,Casa,27,4.523287671232877,2.0,4338.65
2015-01-01,2142,M,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Com os pais,30,0.926027397260274,2.0,1897.57
2015-01-01,14571,F,False,True,0,Empresário,Outros,União/Casado,Casa,48,21.47945205479452,2.0,7650.24
2015-01-01,9041,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,49,8.367123287671232,1.0,1113.35
2015-01-01,14019,M,True,False,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,43,10.375342465753423,4+,4774.43
2015-01-01,14240,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Aluguel,52,0.1178082191780822,2.0,922.37
2015-01-01,1314,F,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,38,0.5945205479452055,3.0,1567.79
2015-01-01,15622,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,50,5.958904109589041,2.0,5507.47
2015-01-01,10048,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,47,6.049315068493152,2.0,2479.3
2015-01-01,4046,M,True,True,0,Empresário,Superior completo,União/Casado,Casa,28,4.632876712328766,2.0,5247.29
2015-01-01,6206,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,39,11.92054794520548,2.0,3207.82
2015-01-01,7040,F,False,True,0,Empresário,Superior completo,União/Casado,Casa,51,13.2986301369863,2.0,4136.66
2015-01-01,9208,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,Solteiro,Casa,28,5.679452054794519,1.0,3023.85
2015-01-01,2492,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,43,3.783561643835617,1.0,2564.1
2015-01-01,4064,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,57,,2.0,3395.21
2015-01-01,13187,M,True,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,47,1.0931506849315071,2.0,1352.27
2015-01-01,12491,M,False,False,0,Servidor público,Outros,União/Casado,Casa,39,0.8657534246575342,2.0,2655.73
2015-01-01,7761,M,True,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,40,5.35068493150685,2.0,5028.72
2015-01-01,12542,M,False,False,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Aluguel,31,4.953424657534247,3.0,2932.24
2015-01-01,7614,F,False,False,2+,Empresário,Outros,União/Casado,Casa,36,0.7671232876712328,4+,1548.7
2015-01-01,15706,M,True,True,1,Empresário,Superior completo,União/Casado,Casa,41,4.016438356164383,3.0,3325.93
2015-01-01,869,M,True,False,0,Bolsista/Pensionista/Assalariado,Superior completo,Solteiro,Casa,27,1.8465753424657527,1.0,2703.07
2015-01-01,15006,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,43,20.11232876712329,2.0,19515.94
2015-01-01,13210,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,38,8.684931506849315,2.0,8218.41
2015-01-01,3270,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Viúvo,Casa,58,,1.0,4231.01
2015-01-01,1504,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,50,1.4273972602739726,2.0,5405.51
2015-01-01,5875,F,False,True,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,38,3.8054794520547945,4+,2517.72
2015-01-01,13221,F,False,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,32,0.5123287671232877,3.0,896.91
2015-01-01,7577,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,48,21.03013698630137,1.0,6028.89
2015-01-01,284,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,52,9.03013698630137,2.0,2552.31
2015-01-01,4386,F,True,False,2+,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,37,12.268493150684929,4+,4106.23
2015-01-01,10579,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,39,4.345205479452055,2.0,1406.59
2015-01-01,12017,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,61,,2.0,3945.23
2015-01-01,12388,F,False,True,2+,Empresário,Superior completo,União/Casado,Com os pais,39,1.03013698630137,4+,8149.04
2015-01-01,12127,M,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,53,,2.0,1840.68
2015-01-01,16368,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,60,1.8794520547945208,2.0,1130.68
2015-01-01,2646,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,42,0.9753424657534246,2.0,1360.28
2015-01-01,13990,F,True,False,1,Servidor público,Superior completo,União/Casado,Casa,38,14.712328767123289,3.0,4750.95
2015-01-01,4595,F,False,True,0,Servidor público,Outros,Solteiro,Casa,36,2.1013698630136988,1.0,939.28
2015-01-01,13385,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,58,10.936986301369863,2.0,22783.2
2015-01-01,8156,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,53,8.89315068493151,2.0,15897.12
2015-01-01,14198,F,False,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,30,0.3698630136986301,3.0,399.42
2015-01-01,11671,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,40,18.41917808219178,2.0,9065.19
2015-01-01,5578,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,52,5.8712328767123285,2.0,675.87
2015-01-01,14663,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,Viúvo,Casa,56,,1.0,1145.64
2015-01-01,16162,F,False,False,1,Empresário,Outros,União/Casado,Com os pais,37,3.2109589041095887,3.0,2453.86
2015-01-01,16570,M,False,False,1,Servidor público,Outros,União/Casado,Governamental,41,18.81095890410959,3.0,11617.2
2015-01-01,13661,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Separado,Casa,47,1.5342465753424657,1.0,1532.86
2015-01-01,4133,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,50,3.5506849315068494,2.0,2921.49
2015-01-01,14145,F,False,False,0,Servidor público,Outros,Solteiro,Casa,52,15.967123287671232,1.0,9093.48
2015-01-01,12699,F,False,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,40,13.372602739726029,3.0,2489.48
2015-01-01,6023,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,65,,2.0,3383.91
2015-01-01,1042,F,False,True,1,Empresário,Outros,Separado,Casa,50,5.756164383561643,2.0,1718.9
2015-01-01,1765,F,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,32,4.975342465753425,2.0,3164.77
2015-01-01,9940,F,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,59,15.52054794520548,2.0,1169.12
2015-01-01,2462,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,58,,2.0,2486.55
2015-01-01,8638,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,Solteiro,Casa,60,29.04109589041096,1.0,16690.84
2015-01-01,679,F,True,True,2+,Empresário,Superior completo,União/Casado,Casa,38,8.276712328767124,4+,3524.7
2015-01-01,5635,M,False,False,0,Servidor público,Outros,Solteiro,Casa,28,5.457534246575341,1.0,2471.77
2015-01-01,1346,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,30,6.934246575342466,2.0,2212.69
2015-01-01,9100,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,45,18.295890410958904,2.0,3666.67
2015-01-01,7037,F,True,True,1,Empresário,Outros,União/Casado,Casa,30,5.4602739726027405,3.0,6636.76
2015-01-01,9429,F,True,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,40,7.769863013698631,2.0,1492.69
2015-01-01,5638,F,True,False,2+,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,36,1.868493150684932,4+,1327.64
2015-01-01,8443,M,True,False,0,Empresário,Outros,União/Casado,Casa,48,6.8054794520547945,2.0,7500.98
2015-01-01,7164,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,33,4.627397260273972,1.0,10688.95
2015-01-01,15113,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,57,,2.0,3464.81
2015-01-01,7544,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,47,1.515068493150685,2.0,8568.83
2015-01-01,4186,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,58,,2.0,3044.24
2015-01-01,293,F,False,False,0,Servidor público,Outros,União/Casado,Casa,51,29.96164383561644,2.0,3344.69
2015-01-01,8400,F,True,True,0,Bolsista/Pensionista/Assalariado,Outros,Viúvo,Casa,55,,1.0,2593.31
2015-01-01,14599,M,False,True,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,32,11.726027397260276,4+,17492.37
2015-01-01,5487,F,True,True,0,Servidor público,Superior completo,Viúvo,Casa,41,14.854794520547946,1.0,7274.04
2015-01-01,15263,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,27,9.45753424657534,2.0,1866.51
2015-01-01,737,F,False,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,48,19.369863013698627,3.0,5637.98
2015-01-01,2062,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,38,10.427397260273972,2.0,11388.09
2015-01-01,5379,M,True,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,30,9.849315068493151,2.0,10715.76
2015-01-01,3270,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Viúvo,Casa,58,,1.0,4231.01
2015-01-01,6550,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,58,4.1643835616438345,2.0,5029.95
2015-01-01,8135,F,True,True,1,Empresário,Outros,União/Casado,Casa,29,4.057534246575343,3.0,3101.44
2015-01-01,13973,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,60,2.0383561643835617,2.0,583.86
2015-01-01,16292,F,False,True,1,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,31,9.884931506849314,3.0,7461.79
2015-01-01,4180,F,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,55,,2.0,3214.61
2015-01-01,2377,F,False,False,1,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Governamental,31,8.197260273972603,2.0,1485.62
2015-01-01,12005,M,True,True,0,Empresário,Outros,União/Casado,Casa,47,8.490410958904107,2.0,6223.53
2015-01-01,13589,M,True,False,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Com os pais,35,2.095890410958904,3.0,3611.53
2015-01-01,7327,F,False,True,0,Empresário,Outros,União/Casado,Casa,51,5.506849315068493,2.0,2208.33
2015-01-01,5715,F,False,False,2+,Empresário,Outros,União/Casado,Casa,32,3.624657534246576,4+,1137.53
2015-01-01,312,M,True,False,0,Empresário,Superior completo,União/Casado,Governamental,35,4.273972602739726,2.0,2192.81
2015-01-01,1318,M,True,True,0,Servidor público,Outros,União/Casado,Casa,47,9.58904109589041,2.0,2442.05
2015-01-01,12574,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,51,25.54794520547945,2.0,3560.34
2015-01-01,1246,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,64,,2.0,3787.9
2015-01-01,9709,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,53,,2.0,14571.11
2015-01-01,633,F,True,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,27,4.608219178082192,2.0,4142.23
2015-01-01,15973,F,False,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,59,,2.0,6472.68
2015-01-01,12554,M,True,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Com os pais,28,1.1945205479452057,2.0,3486.51
2015-01-01,9525,F,True,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,43,4.934246575342466,2.0,2234.38
2015-01-01,9876,F,False,True,0,Servidor público,Superior completo,União/Casado,Casa,41,12.602739726027398,2.0,2944.86
2015-01-01,2462,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,58,,2.0,2486.55
2015-01-01,13305,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,61,,2.0,5858.96
2015-01-01,4331,M,False,True,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,6925.88
2015-01-01,855,F,False,False,0,Empresário,Outros,Solteiro,Casa,27,6.934246575342466,1.0,1263.51
2015-01-01,5242,F,False,True,1,Servidor público,Outros,União/Casado,Casa,39,12.523287671232874,3.0,9456.84
2015-01-01,7263,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,45,2.8767123287671232,2.0,4724.74
2015-01-01,14480,F,False,True,0,Empresário,Outros,União/Casado,Casa,55,13.641095890410964,2.0,11915.23
2015-01-01,9194,F,False,True,0,Empresário,Superior completo,União/Casado,Governamental,40,8.178082191780822,2.0,6540.03
2015-01-01,4917,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,60,,2.0,4363.67
2015-01-01,13832,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,51,12.046575342465756,2.0,7147.1
2015-01-01,12922,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,49,0.547945205479452,2.0,4694.91
2015-01-01,15333,F,False,False,0,Empresário,Outros,União/Casado,Casa,46,8.038356164383561,2.0,1929.57
2015-01-01,9114,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,40,13.873972602739729,2.0,2313.6
2015-01-01,1454,M,False,True,0,Empresário,Outros,Separado,Casa,34,2.6794520547945204,1.0,2098.81
2015-01-01,7185,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,54,15.136986301369864,2.0,3499.72
2015-01-01,12254,F,True,True,2+,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,31,0.2767123287671233,4+,897.52
2015-01-01,4351,F,True,True,1,Empresário,Superior completo,União/Casado,Casa,31,4.427397260273971,3.0,5272.75
2015-01-01,10640,F,False,True,1,Servidor público,Superior completo,União/Casado,Casa,30,4.846575342465753,3.0,2157.97
2015-01-01,368,M,True,False,0,Empresário,Outros,Separado,Com os pais,28,1.523287671232877,1.0,3688.8
2015-01-01,16498,F,True,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,36,7.471232876712329,1.0,1996.24
2015-01-01,11440,F,True,True,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,38,2.8465753424657536,2.0,1755.6
2015-01-01,16211,F,False,True,0,Servidor público,Outros,União/Casado,Casa,34,9.465753424657532,2.0,1734.68
2015-01-01,12328,F,False,True,1,Empresário,Outros,União/Casado,Casa,26,5.613698630136986,3.0,5925.32
2015-01-01,995,M,True,True,1,Empresário,Outros,Separado,Casa,32,1.1753424657534246,2.0,2834.55
2015-01-01,2975,F,False,False,0,Servidor público,Outros,União/Casado,Casa,41,23.315068493150694,2.0,44781.94
2015-01-01,7981,F,False,True,1,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,34,7.586301369863015,2.0,2363.54
2015-01-01,7902,F,False,True,2+,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Casa,35,12.758904109589038,4+,2667.98
2015-01-01,2716,F,False,True,0,Servidor público,Superior completo,Viúvo,Casa,54,16.986301369863018,1.0,10094.3
2015-01-01,3333,M,True,True,1,Empresário,Outros,União/Casado,Casa,36,1.7397260273972603,3.0,9193.24
2015-01-01,5395,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Separado,Casa,59,,1.0,645.25
2015-01-01,3097,M,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,56,,1.0,9137.29
2015-01-01,6005,M,True,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,47,21.97808219178082,2.0,4561.78
2015-01-01,16371,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,39,8.052054794520547,1.0,2957.37
2015-01-01,6825,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Com os pais,42,23.810958904109587,2.0,5834.43
2015-01-01,13148,M,True,True,0,Empresário,Outros,União/Casado,Casa,36,14.347945205479451,2.0,20705.77
2015-01-01,3575,F,True,True,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,56,,3.0,3063.83
2015-01-01,4849,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,58,,2.0,1964.36
2015-01-01,5927,F,False,False,0,Bolsista/Pensionista/Assalariado,Outros,Solteiro,Casa,52,32.74246575342466,1.0,9286.27
2015-01-01,6356,F,False,False,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,30,0.9917808219178084,3.0,4234.94
2015-01-01,13911,F,False,True,2+,Empresário,Superior completo,União/Casado,Casa,30,11.627397260273971,4+,8950.11
2015-01-01,8421,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,Separado,Casa,38,5.638356164383563,1.0,3098.51
2015-01-01,15183,F,False,True,0,Servidor público,Superior completo,União/Casado,Casa,60,20.882191780821923,2.0,5487.63
2015-01-01,5895,F,False,True,0,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,59,,2.0,806.49
2015-01-01,10088,F,False,True,0,Empresário,Outros,União/Casado,Casa,30,3.964383561643836,2.0,6716.03
2015-01-01,5694,F,False,False,1,Servidor público,Outros,Solteiro,Casa,43,20.797260273972608,2.0,6673.71
2015-01-01,15785,F,False,False,0,Bolsista/Pensionista/Assalariado,Superior completo,União/Casado,Com os pais,27,2.9342465753424656,2.0,1299.55
2015-01-01,814,M,True,True,2+,Servidor público,Outros,União/Casado,Com os pais,45,8.863013698630136,4+,3060.41
2015-01-01,15297,M,True,False,1,Bolsista/Pensionista/Assalariado,Outros,União/Casado,Casa,33,0.536986301369863,3.0,1777.83
2015-01-01,14676,F,False,True,0,Empresário,Outros,Separado,Casa,36,8.638356164383561,1.0,1875.65
